"","Sample 1","Sample 2","Sample 3","Sample 4","Sample 5","Sample 6","Sample 7","Sample 8","Sample 9","Sample 10","Sample 11","Sample 12","Sample 13","Sample 14","Sample 15","Sample 16","Sample 17","Sample 18","Sample 19","Sample 20","Sample 21","Sample 22","Sample 23","Sample 24"
"Bacteria.Firmicutes.Bacilli.Lactobacillales.LactobacillalesU.LactobacillalesUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Leuconostocaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Leuconostocaceae.Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae",6.01546834717846,2.25807908438119,0,2.77516229743794,0,0,5.97033838415839,1.91783449088344,0,0,0.755125685276559,6.59656780081341,3.33938397906683,2.59103796981071,0,10.1010101010101,0.834028356964137,0.574078235381917,9.83044817481346,1.21306225435489,2.69766844370223,3.49190385195615,6.64848837550663,1.75449066061944
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus",0,0,0,0,0,0,0,0,0,0,0,0,2.33756878534678,0,0,0,0,0,0,0,0,0,0,0.167094348630423
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus",6.01546834717846,2.25807908438119,0,2.77516229743794,0,0,5.97033838415839,1.91783449088344,0,0,0.755125685276559,6.59656780081341,1.00181519372005,2.59103796981071,0,10.1010101010101,0.834028356964137,0.574078235381917,9.83044817481346,1.21306225435489,2.69766844370223,3.48486372322237,6.64848837550663,1.58739631198902
"Bacteria.Firmicutes.Clostridia",311.942136923518,1985.07732307951,1083.98019424871,1956.25353089847,383.844781445138,277.098687393038,1189.76050414026,1786.88475184592,2711.85736672185,4098.69934804141,1823.79465759365,3168.28290844161,2548.83825216637,1195.03853243609,2057.20698035952,3005.89355089349,3157.86905754795,1594.5711881615,2977.48710338822,1636.32797968525,544.7222043805,1073.28874585135,4103.57999513018,1367.04314614787
"Bacteria.Firmicutes.Clostridia.Clostridiales",311.240332283013,1951.59001025813,1083.96686345458,1938.56187125231,383.844781445138,276.984865792137,1182.22081966655,1777.90928642858,2698.31085545984,4081.92257039303,1810.03626760791,3166.75181033627,2523.33871610224,1189.60167109611,2046.44741739835,2973.18958818954,3157.81901584654,1532.60805382555,2955.94203780509,1632.81414268847,544.717708266427,1073.28170572262,4083.19935621907,1366.9662827475
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae",0,4.51615816876238,1.33307941344506,0,0,0,0.852905483451199,0,4.40536951610163,0,0,0,13.3308208444348,0,2.55450212753535,0,0,13.1578731549535,40.7144395240191,0.808708169569929,0,0,25.3851374337526,0.368443038730083
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.ClostridiaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium",0,4.38067342369951,1.30641782517616,0,0,0,0,0,4.36131582094061,0,0,0,11.8114011339594,0,2.51873909774985,0,0,11.5762876164763,38.2732115606071,0.776359842787132,0,0,21.6075872203965,0.0818762308289073
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Oxobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676732111953214
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Sarcina",0,0,0,0,0,0,0,0,0,0,0,0,0.283847638220681,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.ClostridialesU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.ClostridialesU.ClostridialesUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae",1.70438269836723,98.2490209614255,2.43953532660446,3.95460627384906,2.65388046387154,1.20935450957118,0,99.8041069055741,0,0,1.92557049745523,5.0238071619879,3.82025527205246,0.855042530037533,0.424047353170867,0,0.337781484570475,0,0.720899532819654,37.0792695747812,1.99177853426681,17.6284823493915,0.604408034136966,15.3359193173002
"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Anaerofustis",0,0,0,3.80197234748997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium",1.70438269836723,98.2490209614255,2.43953532660446,0,2.65388046387154,1.20935450957118,0,99.8041069055741,0,0,1.92557049745523,4.95436960618986,3.82025527205246,0.855042530037533,0.424047353170867,0,0.337781484570475,0,0.720899532819654,37.0752260339334,1.99177853426681,17.6284823493915,0.489570507650943,15.3359193173002
"Bacteria.Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73945705320721,0,0,0,0,2.0912517981139,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae.GracilibacteraceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XI",0,0,0,0,0,0,0,0,0,1.41711200844608,0.694715630454435,0.694375557980359,0,0,0,0,0.387823185988324,0,0,0,0,0.704012873378256,0.513746829016421,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XI.Anaerococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XI.Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0.34718777899018,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XI.Incertae_Sedis_XIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XI.Parvimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704012873378256,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XI.Peptoniphilus",0,0,0,0,0,0,0,0,0,0,0,0.34718777899018,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XIII",0,4.42583500538713,0,2.35888795282225,0,0,0,0,0,1.27997213666097,0,0,0.270490102304414,1.14869349994941,4.76159196572588,5.10878010878011,0,1.04482238839509,0,0,0,0,3.08248097409853,0.0768634003699946
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XIII.Anaerovorax",0,0,0,2.34501214133506,0,0,0,0,0,1.27997213666097,0,0,0,1.14869349994941,4.76159196572588,5,0,0.76065366188104,0,0,0,0,2.59895454678895,0.0768634003699946
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XIII.Incertae_Sedis_XIIIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XIII.Mogibacterium",0,4.33551184201188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XIV",0,55.7519725933716,39.4724814321082,13.4734129540612,17.3907225691347,2.84554002252042,27.2162139769278,44.4554034986781,41.4545271465163,725.957530176214,26.9277819369621,440.216744370599,143.82058921045,2.40966531192396,110.390254939312,24.9300699300699,12.3978315262719,15.5603905700269,105.562629317205,21.7946851699096,12.4182670691759,229.789801870663,79.3769071232078,3.13218356507728
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XIV.Blautia",0,48.977735340228,39.4724814321082,13.4734129540612,17.3907225691347,2.84554002252042,27.2162139769278,44.4554034986781,41.4545271465163,725.957530176214,26.9277819369621,440.216744370599,143.82058921045,2.40966531192396,110.390254939312,24.9300699300699,12.3978315262719,15.5603905700269,105.562629317205,19.7729147459848,12.4182670691759,228.381776123906,79.3769071232078,3.13218356507728
"Bacteria.Firmicutes.Clostridia.Clostridiales.Incertae_Sedis_XIV.Howardella",0,6.77423725314357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02177042392482,0,1.40802574675651,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae",28.7338871383558,353.931315685908,555.814130641783,219.126815005699,178.122212310437,160.886832873304,232.757906433832,481.664132385375,418.884560438523,102.733001730575,240.077109119977,1179.45243527427,488.22461650753,108.948828233924,204.952814696416,605.349650349655,163.532110091743,215.242023182919,1058.37062662086,395.409772429522,22.4715781360396,129.869254752087,375.409918163153,521.788028883443
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Acetitomaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes",0,2.19033671184975,3.70596076937726,8.89439516328859,0,5.42075374290139,0,3.58635049795203,7.59926241527531,0,8.94823937052723,338.702509671661,22.086685637548,1.57189636835183,0,0,0,2.08103360325945,3.08839913492056,0,0,10.4334707834658,2.18795708357582,0.774482305902011
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Catonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus",0,22.3098213536862,18.5164730527519,38.8800237871055,5.96342551293488,7.34149325810268,16.7595927498161,121.859203550734,123.768856554875,9.14265811900694,37.5070927876867,196.799920642793,22.2069034607945,7.99767053348238,34.8791720493676,41.1149961149961,6.07589658048374,29.1545631838706,85.8935409274326,35.1747618354441,11.9012139507997,13.467766267726,34.221582892835,17.8958047383183
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea",0,9.03231633752476,34.526756808227,9.69919222954559,0,9.95939007882146,4.264527417256,9.58917245441718,17.6214780644065,0,73.9268045885752,21.5048110306517,12.2254847473637,2.59103796981071,2.55450212753535,79.8368298368298,0.692243536280233,8.30117128362252,49.0047841514451,4.0394973070018,0,8.53967615407825,11.4837526486024,5.98615503968491
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.LachnospiraceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Oribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.333938397906683,0,0,0,0,0,0,0.404354084784965,0,0,0,0.167094348630423
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Pseudobutyrivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Robinsoniella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Roseburia",17.404755084503,224.588545732553,428.358407922301,88.5415530997574,153.082069580731,104.502457327062,72.2837397224891,172.317429005877,131.874736464502,19.748141537055,28.7551860953314,190.849122110902,287.173664663833,43.4430699604929,100.759781918504,20.7420357420357,0.834028356964137,117.720482947416,695.446864087037,268.305109418217,0,1.40802574675651,217.41765803975,432.369159157344
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae",0,0,0,1.16556816492393,0,0,1.48405554120509,0,0,1.47806306257279,3.54153946394706,0.30899712330126,5.78381305174376,0.781629787559563,0.439374365936079,0.691530691530691,0,0.694634664812119,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Dehalobacter",0,0,0,0,0,0,0,0,0,0,0,0,0.267150718325347,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.PeptococcaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Peptococcus",0,0,0,0,0,0,0.784673044775103,0,0,1.37139871785104,3.4886806659777,0.277750223192144,1.17212377665246,0.781629787559563,0.429156357425938,0.691530691530691,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae",0,15.0388067019787,14.4905732241478,0,0,1.3516315106972,0,0,0,0,0,0.305525245511358,0.624464804085498,0,0,0,0.417014178482068,0,0,0,0.409146380628171,0,0.568143552088748,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Filifactor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.PeptostreptococcaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Peptostreptococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408673894912427,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Sporacetigenium",0,6.0742327369854,8.13178442201485,0,0,0,0,0,0,0,0,0.298581489931554,0.594410348273896,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae",232.457748496133,615.574939193156,195.589411540659,748.655532979834,165.446030330062,67.9657234379002,382.041953202296,594.931437416951,1086.73857907953,1735.38317533224,770.069622588184,820.630393810137,830.668425408896,555.125566635328,1281.44555626109,1132.91763791764,2464.79149291076,483.873322256357,904.221007199634,713.078428518286,2.16263086903462,348.711656441718,1950.59396040954,36.9403831234708
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Acetanaerobacterium",0,3.90647681597946,0,2.34501214133506,0,0,4.98949707818952,1.59180262743325,1.78417465402116,11.458798175822,0,0,0,16.6690109391155,0,3.20901320901321,0,0.229631294152767,0,21.4509841978424,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Acetivibrio",0,2.16775592100594,1.1064559131594,9.93508102482781,3.05976806422837,0,0.690853441595471,5.65761174810614,14.0090750612032,0,5.24057225581932,4.29818470389842,5.69364968430895,3.02719602806218,3.1726916423989,5.32245532245532,0,10.7783188692955,4.66127084289071,0.990667507723163,0,0,16.0712096277019,1.12036760756699
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaerofilum",0,0,0,0,0,0,0,0,0,0,0,0.673544291240948,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaerotruncus",0,1.82904405834876,0,0,0,0,0.742027770602543,0,2.1806579104703,0,14.0377864892912,0.694375557980359,0.998475809740983,0,0,0.765345765345765,0.834028356964137,1.1366749060562,0,0.808708169569929,0,0,0.483526427309573,0.583994748463329
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Butyricicoccus",0,0,3.99923824033517,6.93790574359484,3.12221231043711,0,8.45229334100138,16.6851600706859,28.5027407691775,6.09510541267129,2.26537705582968,67.0905664120623,10.6559742772023,3.45471729308094,0,0.361305361305361,0.417014178482068,2.56612971215717,11.4033198827836,5.61243469681531,0,14.7701900834758,4.79899979104751,1.6575759384138
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ethanoligenens",0,2.05485196678688,1.0797943248905,5.75846176718372,0,0,0,0,0,0,2.66559366902626,0,0,0,0,0.652680652680653,0,0,0,0,0,0,1.03353773837421,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium",56.96648524778,17.7936631849238,131.708246048372,85.6415084989347,11.6458519179304,19.235850552238,167.817682923858,319.415334456637,318.133759605279,37.8658423762204,228.553891162656,428.17974407301,554.404528204679,178.613202448901,542.090896484279,683.271173271177,2121.21768140108,234.089011650509,560.376506165097,299.169456709852,0,270.777431358745,656.695373170158,0.381810586620517
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Hydrogenoanaerobacterium",0,4.47099658707476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12232295017165,0,0,0,0,0.598363953795596,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Lactonifactor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillibacter",1.98510455456889,151.313879444384,11.5444677204342,99.6838297239707,9.36663693131133,8.33743226598482,47.9247591151229,12.4275675009247,25.8815459070971,134.838969491821,83.5169007915874,33.0661640710247,26.6048721612255,55.0034177024649,135.812660112544,149.222999222999,0,15.3594631876432,48.8163672280945,113.021010238245,0,30.0613496932515,144.894738023655,13.2798233574029
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Papillibacter",0,0,0,0,0,0,1.45846837670155,0,0,0,0,3.45799027874219,1.11535424900832,0,0,0,0,0,2.04801003641947,0.671227780743041,0,0,0.513746829016421,0.974160052515367
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.RuminococcaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus",1.88484674878258,39.7873534667966,2.62616644448676,40.4479904851579,122.702943800178,22.5082215781365,10.993951681686,46.775983232647,106.235485880791,1001.6696235184,68.3464257743814,49.1687332605892,130.185884423921,15.0193834316694,59.2389043375447,7.7039627039627,0,61.1020169828743,90.9398376571701,15.2158442104582,0,18.7619430755305,442.662400121574,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Sporobacter",0,6.00649036445396,0,11.6695574607265,0,0,3.94895238837905,0,104.825767635638,26.7270372345636,11.0701425461544,1.5380418609265,1.73647966911475,2.32329737959693,13.5030982461518,10.4817404817405,0,1.73945705320721,1.31891846345414,6.82954049201805,0,0,4.73855898763382,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum",115.697507877399,19.2162530080839,18.4098266996763,80.7017196094952,5.99464763603925,8.38011536632263,17.3566265882319,10.7398731489472,48.2387962013128,198.167114729475,94.292544320484,131.539033826009,4.15753305393821,21.371744854322,169.368600059848,19.032634032634,16.6305254378649,25.1503674920818,17.4244693898569,19.4777362640917,0,0,243.201704776033,3.51315867995465
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae",12.0309366943569,586.445719004639,211.892972767092,303.921899003916,0,17.0732401351225,141.582310252899,24.9318483814847,143.174509273303,874.510486846545,284.387884332005,445.730086300962,98.3348400315811,149.261060647562,168.597140417333,167.101787101787,454.5329441201,123.386635130635,242.893990319349,339.794911608197,478.683280878669,271.636327064266,537.645122686197,718.945992719461
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Acidaminococcus",0,0,173.300323747858,0,0,11.3821600900817,1.7058109669024,0,0,0,0,0,0,0,0,0,40.4503753127606,16.3382665789694,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Allisonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655053617351643,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Anaerosinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Dendrosporobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Dialister",12.0309366943569,419.731740204776,29.2477623309846,108.009316616285,0,0,0,0,63.8778579834736,0,131.391869238121,6.59656780081341,94.1038405301034,0.863679323270236,0,159.957264957265,411.163469557965,8.03709529534684,0,333.592119947596,0,0,446.028952871716,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Megamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.228787976106,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Megasphaera",0,0,9.33155589411541,0,0,0,1.67169474756435,0,0,0,14.3473880202546,63.7367324670172,0,0,0,0,0,0,0,0,0.449611407283705,0,79.9087861932482,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Mitsuokella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Phascolarctobacterium",0,0,0,172.850983695922,0,0,114.178457069612,1.64933766215976,76.8957249035539,841.795008544032,133.430708588368,362.377244321,0,0,160.162174392211,0.777000777000777,0,93.0666931289395,218.907696772804,0,299.337786627272,261.688625163432,0.604408034136966,676.10216625887
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Selenomonas",0,0,0,1.38758114871897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167094348630423
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Succiniclasticum",0,147.791276072749,0,0,0,5.4634368432392,0,0,0,0,0,0,0,143.418270025639,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Veillonella",0,11.0645875134678,0,0,0,0,10.2348658014144,0,0,0,0,0,0.333938397906683,0.431839661635118,1.02180085101414,5.05050505050505,2.91909924937448,0,4.89884000711537,4.85224901741957,4.94572548012075,0.704012873378256,7.25289640964359,4.49817986513099
"Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.VeillonellaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.ClostridiaU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.ClostridiaU.ClostridiaUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Clostridia.ClostridiaU.ClostridiaUU.ClostridiaUUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Erysipelotrichi",1.90489830993985,4.51615816876238,7.97181489240145,11.336537985034,3.12221231043711,7.11385005630104,3.39456382413577,43.4581295634187,85.9047055639817,51.899822588896,4.99893203653082,122.796845551037,24.7982654285503,0.431839661635118,5.34912745505901,194.685314685315,9.31609674728941,8.01126177475465,16.1792792877138,50.103514645705,3.94309204187809,2.02051694659559,10.8793446144654,26.286447454795
"Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales",1.90489830993985,4.51615816876238,7.97181489240145,11.336537985034,3.12221231043711,7.11385005630104,3.39456382413577,43.4581295634187,85.9047055639817,51.899822588896,4.99893203653082,122.796845551037,24.7982654285503,0.431839661635118,5.34912745505901,194.685314685315,9.31609674728941,8.01126177475465,16.1792792877138,50.103514645705,3.94309204187809,2.02051694659559,10.8793446144654,26.286447454795
"Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae",1.90489830993985,4.51615816876238,7.97181489240145,11.336537985034,3.12221231043711,7.11385005630104,3.39456382413577,43.4581295634187,85.9047055639817,51.899822588896,4.99893203653082,122.796845551037,24.7982654285503,0.431839661635118,5.34912745505901,194.685314685315,9.31609674728941,8.01126177475465,16.1792792877138,50.103514645705,3.94309204187809,2.02051694659559,10.8793446144654,26.286447454795
"Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Bulleidia",0,0,0,0,0,0,0,1.61098097234209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Catenibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0.431839661635118,0,173.461538461539,0,0,0,46.8080288547075,0,0,0,0
"Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Coprobacillus",1.62417645373818,0,2.45286612073891,4.93978888943953,2.8099910793934,0,1.50111365087411,30.340141645776,74.7150669930836,26.2089532744866,3.28479673095303,105.635353635552,6.63869535038486,0,1.36410413610387,4.56876456876457,5.88407005838198,2.53168501803425,10.4284671054479,0,2.49534331042456,1.26722317208086,6.91442791052689,0.820433251775378
"Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.ErysipelotrichaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Holdemania",0,0,2.66615882689012,0,0,0,1.7058109669024,1.66851600706859,2.20268475805081,1.52377635316782,0.63430557563231,0.34718777899018,2.64145272744187,0,2.55450212753535,0.777000777000777,3.33611342785655,0.574078235381917,2.45761204370336,3.22270205573617,0,0.704012873378256,0,0.490421913230292
"Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Turicibacter",0,4.51615816876238,2.63949723862122,0,0,7.11385005630104,0,0,0,0,0,0,0.333938397906683,0,0,0.388500388500388,0,0.287039117690958,2.45761204370336,0,1.34883422185111,0,1.20881606827393,0
"Bacteria.Firmicutes.FirmicutesU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.FirmicutesU.FirmicutesUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.FirmicutesU.FirmicutesUU.FirmicutesUUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Firmicutes.FirmicutesU.FirmicutesUU.FirmicutesUUU.FirmicutesUUUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Fusobacteria",0,0,0,0,0,0,0,0,0,1.52377635316782,0,0,0.6645374118343,0.431839661635118,0,0,0,0,0.819204014567788,0,0,70.9363371215931,0,0.250641522945635
"Bacteria.Fusobacteria.Fusobacteria",0,0,0,0,0,0,0,0,0,1.52377635316782,0,0,0.6645374118343,0.431839661635118,0,0,0,0,0.819204014567788,0,0,70.9363371215931,0,0.250641522945635
